level,age,goal,learning_style,time_available,vocab_score,grammar_score,listening_score,speaking_score,reading_score,writing_score,recommended_path,next_focus,top_3_recommendations
C1,32,IELTS 6.5,Nghe,8,84,100,99,79,94,90,General English,Từ vựng,Writing: Paragraph Structure; Listening: Map Labelling; Reading: Short Stories
B2,20,IELTS 6.5,Nghe,2,81,87,63,83,71,92,General English,Viết,Vocabulary: Work; Listening: Conversations; Speaking: Introductions
C1,24,Giao tiếp,Nghe,12,100,85,74,91,83,73,Beginner path,Ngữ pháp,Reading: News Articles; Listening: Conversations; Speaking: Daily Routine
B1,18,IELTS 6.5,Ví dụ,8,63,53,59,59,54,54,Beginner path,Viết,Listening: Conversations; Writing: Email Format; Grammar: Present Perfect
A1,32,IELTS 6.5,Nghe,10,26,26,38,32,18,43,General English,Ngữ pháp,Grammar: Present Perfect; Grammar: Past Simple; Reading: Short Stories
C1,27,IELTS 6.5,Đọc,1,86,83,95,100,100,98,Conversation intensive,Từ vựng,Writing: Paragraph Structure; Listening: Conversations; Reading: News Articles
A1,34,IELTS 6.5,Ví dụ,4,37,57,30,25,27,32,General English,Nói,Reading: News Articles; Vocabulary: Travel; Writing: Paragraph Structure
B1,34,IELTS 6.5,Nghe,10,57,69,71,56,76,56,Conversation intensive,Nghe,Vocabulary: Work; Reading: Short Stories; Vocabulary: Travel
B2,32,Giao tiếp,Nghe,15,79,85,70,74,71,64,IELTS prep,Ngữ pháp,Listening: Map Labelling; Reading: Short Stories; Vocabulary: Work
B1,23,Phỏng vấn,Ví dụ,13,63,53,50,56,45,56,General English,Từ vựng,Reading: Short Stories; Writing: Email Format; Listening: Conversations
B1,34,IELTS 6.5,Ví dụ,5,63,60,70,67,62,77,Beginner path,Viết,Speaking: Daily Routine; Listening: Conversations; Listening: Map Labelling
A1,19,IELTS 6.5,Đọc,2,32,37,44,33,38,32,General English,Ngữ pháp,Listening: Conversations; Speaking: Introductions; Writing: Paragraph Structure
A2,25,Giao tiếp,Nghe,12,41,40,52,43,43,52,Conversation intensive,Từ vựng,Grammar: Present Perfect; Speaking: Daily Routine; Speaking: Introductions
B1,17,Phỏng vấn,Nghe,15,63,39,51,59,42,65,Conversation intensive,Từ vựng,Grammar: Present Perfect; Speaking: Daily Routine; Grammar: Past Simple
C1,26,Giao tiếp,App,12,98,100,100,90,78,87,Conversation intensive,Đọc,Grammar: Present Perfect; Vocabulary: Work; Listening: Conversations
B2,18,Phỏng vấn,Đọc,6,90,89,83,62,88,70,General English,Đọc,Speaking: Introductions; Reading: News Articles; Listening: Map Labelling
A1,19,Giao tiếp,Nghe,10,23,31,24,18,27,26,IELTS prep,Nghe,Grammar: Past Simple; Grammar: Present Perfect; Writing: Email Format
B1,34,Giao tiếp,App,15,41,66,53,63,67,64,Beginner path,Nói,Reading: News Articles; Vocabulary: Travel; Grammar: Past Simple
A1,32,Giao tiếp,Đọc,2,28,49,29,28,25,19,IELTS prep,Viết,Vocabulary: Travel; Reading: News Articles; Writing: Paragraph Structure
B2,30,Giao tiếp,Đọc,3,76,77,76,51,72,74,IELTS prep,Nói,Listening: Conversations; Grammar: Past Simple; Vocabulary: Travel
A2,18,Giao tiếp,Ví dụ,10,60,49,63,53,54,37,General English,Từ vựng,Writing: Email Format; Grammar: Present Perfect; Vocabulary: Work
A1,30,IELTS 6.5,Nghe,8,43,48,59,26,18,26,Conversation intensive,Từ vựng,Writing: Email Format; Listening: Conversations; Reading: News Articles
A2,29,Giao tiếp,Nghe,11,42,48,62,50,49,55,IELTS prep,Đọc,Grammar: Past Simple; Reading: News Articles; Writing: Email Format
A1,31,Phỏng vấn,Đọc,7,37,21,31,32,43,19,General English,Đọc,Grammar: Present Perfect; Reading: News Articles; Listening: Map Labelling
A2,19,Phỏng vấn,Nghe,13,46,52,29,42,52,35,Beginner path,Từ vựng,Writing: Paragraph Structure; Listening: Conversations; Speaking: Daily Routine
A1,28,Phỏng vấn,Nghe,12,22,29,34,9,15,21,IELTS prep,Ngữ pháp,Reading: Short Stories; Listening: Map Labelling; Grammar: Past Simple
B2,28,Giao tiếp,App,4,68,85,69,65,66,89,Conversation intensive,Nghe,Reading: Short Stories; Listening: Map Labelling; Grammar: Present Perfect
C1,26,Giao tiếp,Ví dụ,13,98,88,93,85,82,100,Beginner path,Từ vựng,Listening: Conversations; Listening: Map Labelling; Vocabulary: Work
B2,32,IELTS 6.5,Nghe,7,70,67,77,78,67,90,Conversation intensive,Viết,Grammar: Past Simple; Vocabulary: Work; Vocabulary: Travel
B2,29,Giao tiếp,App,11,54,92,83,65,64,60,Conversation intensive,Viết,Vocabulary: Work; Speaking: Introductions; Writing: Email Format
A2,24,Phỏng vấn,App,12,53,39,38,47,34,59,IELTS prep,Viết,Speaking: Daily Routine; Reading: News Articles; Grammar: Present Perfect
A2,20,IELTS 6.5,Nghe,4,48,33,46,48,49,43,IELTS prep,Từ vựng,Reading: Short Stories; Reading: News Articles; Vocabulary: Travel
A2,28,Giao tiếp,App,3,40,37,40,46,50,49,General English,Nói,Reading: News Articles; Writing: Email Format; Speaking: Daily Routine
A1,28,Phỏng vấn,Đọc,13,38,26,47,21,43,24,IELTS prep,Đọc,Vocabulary: Travel; Writing: Paragraph Structure; Writing: Email Format
A1,34,Phỏng vấn,Đọc,12,29,31,27,37,17,31,Conversation intensive,Ngữ pháp,Grammar: Past Simple; Listening: Map Labelling; Writing: Paragraph Structure
A1,34,IELTS 6.5,Đọc,9,20,7,34,43,30,28,IELTS prep,Nghe,Vocabulary: Travel; Writing: Paragraph Structure; Reading: News Articles
B2,30,Giao tiếp,App,5,69,64,72,76,74,73,General English,Nghe,Speaking: Introductions; Vocabulary: Work; Writing: Paragraph Structure
A2,34,IELTS 6.5,App,7,51,33,56,51,45,43,Conversation intensive,Từ vựng,Writing: Email Format; Grammar: Present Perfect; Vocabulary: Work
A1,17,Giao tiếp,Ví dụ,2,34,41,20,43,24,20,Beginner path,Ngữ pháp,Listening: Map Labelling; Grammar: Past Simple; Vocabulary: Travel
A2,28,Phỏng vấn,Nghe,5,43,28,56,45,39,47,General English,Nghe,Grammar: Present Perfect; Vocabulary: Work; Listening: Conversations
B1,19,Giao tiếp,App,14,64,61,48,78,69,48,Conversation intensive,Đọc,Listening: Conversations; Reading: News Articles; Writing: Email Format
A1,30,Phỏng vấn,App,14,26,33,38,35,39,21,General English,Viết,Reading: News Articles; Reading: Short Stories; Vocabulary: Travel
A2,22,Giao tiếp,App,3,53,59,42,40,54,49,Beginner path,Viết,Grammar: Past Simple; Vocabulary: Work; Speaking: Daily Routine
A1,21,Giao tiếp,Ví dụ,15,41,35,18,19,39,37,Beginner path,Viết,Speaking: Introductions; Reading: Short Stories; Listening: Map Labelling
C1,19,Phỏng vấn,Nghe,11,97,85,81,83,91,94,General English,Từ vựng,Speaking: Introductions; Vocabulary: Travel; Vocabulary: Work
B2,34,IELTS 6.5,Đọc,11,80,79,62,65,83,86,IELTS prep,Nghe,Vocabulary: Work; Reading: Short Stories; Vocabulary: Travel
A1,16,Giao tiếp,Ví dụ,4,21,32,28,28,50,49,General English,Nói,Speaking: Introductions; Vocabulary: Travel; Listening: Map Labelling
A1,34,Phỏng vấn,App,3,27,24,45,14,14,54,Conversation intensive,Nói,Vocabulary: Travel; Speaking: Introductions; Writing: Paragraph Structure
B1,16,IELTS 6.5,Nghe,7,71,60,60,76,48,74,Conversation intensive,Nghe,Vocabulary: Work; Vocabulary: Travel; Grammar: Past Simple
A1,25,Giao tiếp,Ví dụ,14,28,32,25,39,42,24,Beginner path,Từ vựng,Listening: Conversations; Vocabulary: Work; Vocabulary: Travel
B2,16,IELTS 6.5,Nghe,1,81,80,83,75,78,66,General English,Từ vựng,Speaking: Daily Routine; Reading: Short Stories; Vocabulary: Travel
B2,20,Phỏng vấn,App,1,79,72,80,88,50,89,Beginner path,Ngữ pháp,Vocabulary: Travel; Listening: Conversations; Speaking: Daily Routine
C1,29,Phỏng vấn,Ví dụ,9,96,99,88,85,77,75,General English,Viết,Reading: News Articles; Listening: Conversations; Speaking: Daily Routine
A1,30,Giao tiếp,Ví dụ,14,26,31,20,31,18,23,IELTS prep,Đọc,Speaking: Introductions; Listening: Map Labelling; Writing: Email Format
B1,28,IELTS 6.5,Đọc,13,74,74,62,65,63,56,Beginner path,Viết,Listening: Map Labelling; Vocabulary: Travel; Writing: Paragraph Structure
B1,29,IELTS 6.5,App,6,53,58,56,54,67,70,Beginner path,Viết,Writing: Email Format; Listening: Map Labelling; Grammar: Past Simple
B2,30,IELTS 6.5,Nghe,9,100,82,88,94,76,78,IELTS prep,Ngữ pháp,Listening: Conversations; Speaking: Daily Routine; Grammar: Present Perfect
A2,18,IELTS 6.5,Ví dụ,4,29,49,54,50,53,36,Beginner path,Nghe,Vocabulary: Travel; Listening: Map Labelling; Speaking: Introductions
B2,28,Giao tiếp,Đọc,13,55,79,87,63,68,76,Beginner path,Đọc,Writing: Paragraph Structure; Listening: Conversations; Vocabulary: Work
B1,34,Giao tiếp,Ví dụ,15,41,78,62,58,65,89,General English,Viết,Reading: News Articles; Grammar: Past Simple; Writing: Email Format
A2,26,Phỏng vấn,Đọc,7,47,53,56,53,47,50,General English,Nói,Writing: Email Format; Vocabulary: Travel; Speaking: Daily Routine
B2,19,IELTS 6.5,Đọc,9,77,78,67,85,64,70,Conversation intensive,Đọc,Writing: Paragraph Structure; Grammar: Past Simple; Reading: News Articles
A2,19,Giao tiếp,Ví dụ,10,45,51,48,38,61,64,IELTS prep,Viết,Grammar: Past Simple; Vocabulary: Travel; Grammar: Present Perfect
B1,24,IELTS 6.5,Ví dụ,6,61,66,52,68,56,56,Conversation intensive,Ngữ pháp,Vocabulary: Work; Reading: News Articles; Reading: Short Stories
A1,25,Phỏng vấn,Ví dụ,4,42,44,30,11,19,22,Beginner path,Nghe,Grammar: Past Simple; Listening: Map Labelling; Speaking: Introductions
B1,15,IELTS 6.5,Đọc,13,43,66,32,55,50,62,IELTS prep,Viết,Vocabulary: Work; Reading: News Articles; Grammar: Past Simple
A1,24,Phỏng vấn,Nghe,11,32,36,25,28,27,28,Conversation intensive,Ngữ pháp,Grammar: Past Simple; Listening: Conversations; Reading: News Articles
A1,19,Giao tiếp,App,8,28,20,41,27,29,22,IELTS prep,Nghe,Speaking: Introductions; Grammar: Present Perfect; Speaking: Daily Routine
C1,24,Phỏng vấn,Nghe,14,85,89,82,77,88,90,General English,Từ vựng,Speaking: Daily Routine; Reading: News Articles; Writing: Paragraph Structure
B1,31,Phỏng vấn,Nghe,12,60,59,68,34,62,71,Beginner path,Nghe,Speaking: Introductions; Grammar: Past Simple; Vocabulary: Work
B1,26,Phỏng vấn,Nghe,13,35,69,58,60,60,37,Beginner path,Đọc,Vocabulary: Work; Grammar: Present Perfect; Grammar: Past Simple
A1,22,IELTS 6.5,Nghe,4,27,33,27,32,34,28,IELTS prep,Đọc,Writing: Paragraph Structure; Writing: Email Format; Vocabulary: Work
A2,20,Giao tiếp,App,13,48,55,43,50,38,43,Beginner path,Đọc,Listening: Conversations; Reading: News Articles; Writing: Email Format
C1,28,IELTS 6.5,App,8,86,63,95,97,80,74,IELTS prep,Nói,Reading: News Articles; Writing: Paragraph Structure; Vocabulary: Work
B2,15,IELTS 6.5,Đọc,5,71,82,56,66,79,72,General English,Ngữ pháp,Listening: Map Labelling; Reading: Short Stories; Speaking: Introductions
A1,24,Phỏng vấn,Nghe,11,26,27,41,32,32,41,IELTS prep,Viết,Listening: Conversations; Speaking: Introductions; Grammar: Past Simple
A1,15,IELTS 6.5,App,5,47,25,23,30,25,29,IELTS prep,Đọc,Grammar: Past Simple; Speaking: Daily Routine; Writing: Email Format
B1,31,IELTS 6.5,Nghe,1,52,50,56,51,60,25,Conversation intensive,Nghe,Reading: News Articles; Reading: Short Stories; Vocabulary: Travel
A1,16,Phỏng vấn,Nghe,14,37,34,26,44,12,37,Beginner path,Đọc,Grammar: Present Perfect; Listening: Map Labelling; Speaking: Daily Routine
A2,34,IELTS 6.5,App,3,35,38,23,29,66,41,General English,Nghe,Speaking: Introductions; Writing: Paragraph Structure; Vocabulary: Travel
A2,26,IELTS 6.5,Đọc,7,45,36,61,43,39,42,Conversation intensive,Nói,Grammar: Past Simple; Listening: Conversations; Vocabulary: Work
A2,26,Phỏng vấn,Đọc,1,34,44,56,53,38,61,General English,Từ vựng,Reading: Short Stories; Speaking: Introductions; Writing: Email Format
C1,19,Giao tiếp,Ví dụ,7,78,85,92,100,100,89,General English,Ngữ pháp,Vocabulary: Travel; Speaking: Introductions; Writing: Paragraph Structure
B1,31,Phỏng vấn,App,13,69,59,59,47,51,43,Beginner path,Ngữ pháp,Vocabulary: Travel; Reading: Short Stories; Speaking: Daily Routine
A1,24,IELTS 6.5,Đọc,13,29,30,33,32,24,38,Beginner path,Nói,Speaking: Daily Routine; Speaking: Introductions; Listening: Map Labelling
A2,33,Giao tiếp,Ví dụ,2,44,44,51,44,42,33,Conversation intensive,Ngữ pháp,Reading: Short Stories; Vocabulary: Travel; Writing: Paragraph Structure
B1,25,Phỏng vấn,App,13,60,43,72,46,47,53,Conversation intensive,Ngữ pháp,Listening: Map Labelling; Reading: Short Stories; Grammar: Present Perfect
B2,34,IELTS 6.5,Ví dụ,1,88,83,100,90,89,96,IELTS prep,Ngữ pháp,Listening: Map Labelling; Vocabulary: Work; Grammar: Past Simple
A2,28,IELTS 6.5,App,1,35,51,55,39,39,20,IELTS prep,Ngữ pháp,Grammar: Present Perfect; Reading: Short Stories; Writing: Paragraph Structure
C1,28,IELTS 6.5,Nghe,1,87,80,83,95,85,82,Beginner path,Ngữ pháp,Grammar: Present Perfect; Listening: Conversations; Vocabulary: Travel
A2,29,IELTS 6.5,App,9,51,34,55,46,47,46,General English,Từ vựng,Listening: Map Labelling; Listening: Conversations; Reading: News Articles
C1,27,IELTS 6.5,Nghe,10,90,94,80,98,97,84,IELTS prep,Từ vựng,Grammar: Past Simple; Writing: Email Format; Speaking: Daily Routine
A2,35,Phỏng vấn,Đọc,13,55,40,50,47,55,55,Conversation intensive,Ngữ pháp,Grammar: Present Perfect; Writing: Email Format; Speaking: Introductions
A1,26,Phỏng vấn,Đọc,11,19,45,20,45,20,23,Beginner path,Nói,Listening: Conversations; Writing: Email Format; Reading: Short Stories
B2,20,Giao tiếp,App,15,71,65,56,75,63,83,Conversation intensive,Nói,Writing: Email Format; Grammar: Present Perfect; Reading: Short Stories
B2,26,IELTS 6.5,App,10,71,76,81,98,80,63,Beginner path,Nói,Reading: Short Stories; Vocabulary: Travel; Reading: News Articles
C1,31,Phỏng vấn,Đọc,5,100,80,79,87,99,83,General English,Từ vựng,Vocabulary: Travel; Writing: Paragraph Structure; Speaking: Daily Routine
A2,20,Phỏng vấn,Nghe,11,46,46,34,37,47,43,IELTS prep,Viết,Writing: Paragraph Structure; Vocabulary: Travel; Listening: Conversations
B1,21,Giao tiếp,Đọc,4,49,55,63,57,70,56,General English,Nói,Grammar: Present Perfect; Vocabulary: Travel; Listening: Map Labelling
A2,31,IELTS 6.5,Đọc,5,48,27,54,46,55,58,IELTS prep,Nói,Grammar: Present Perfect; Vocabulary: Work; Writing: Email Format
A1,24,Phỏng vấn,Nghe,15,25,34,32,23,25,19,Beginner path,Nghe,Reading: News Articles; Speaking: Daily Routine; Grammar: Past Simple
B2,33,IELTS 6.5,Ví dụ,13,89,85,78,78,62,67,General English,Đọc,Speaking: Daily Routine; Reading: Short Stories; Reading: News Articles
A1,26,Phỏng vấn,App,8,39,29,25,38,24,48,Beginner path,Ngữ pháp,Grammar: Past Simple; Grammar: Present Perfect; Listening: Conversations
A1,20,Giao tiếp,App,5,28,36,54,39,27,32,Beginner path,Từ vựng,Grammar: Present Perfect; Writing: Email Format; Vocabulary: Work
B1,22,Phỏng vấn,App,14,57,49,66,59,61,62,IELTS prep,Ngữ pháp,Grammar: Past Simple; Reading: News Articles; Speaking: Introductions
B2,24,IELTS 6.5,Đọc,5,87,86,58,78,72,68,IELTS prep,Viết,Writing: Paragraph Structure; Listening: Conversations; Reading: News Articles
B2,28,IELTS 6.5,Nghe,14,78,68,64,77,76,85,Conversation intensive,Ngữ pháp,Speaking: Daily Routine; Reading: News Articles; Grammar: Present Perfect
A2,32,Phỏng vấn,Đọc,7,42,54,52,36,56,62,General English,Đọc,Listening: Conversations; Writing: Paragraph Structure; Listening: Map Labelling
B1,31,Phỏng vấn,Nghe,4,65,75,73,70,57,58,IELTS prep,Viết,Listening: Map Labelling; Writing: Email Format; Grammar: Present Perfect
C1,30,IELTS 6.5,App,2,94,99,71,84,95,98,Beginner path,Nói,Listening: Map Labelling; Writing: Email Format; Grammar: Present Perfect
B1,18,IELTS 6.5,App,5,56,59,47,68,43,36,IELTS prep,Đọc,Speaking: Daily Routine; Speaking: Introductions; Listening: Map Labelling
A1,22,IELTS 6.5,Đọc,5,19,40,28,31,25,37,Beginner path,Nghe,Speaking: Daily Routine; Listening: Map Labelling; Listening: Conversations
C1,30,Phỏng vấn,Ví dụ,11,78,90,97,90,100,86,General English,Viết,Grammar: Present Perfect; Speaking: Introductions; Reading: Short Stories
A1,30,Phỏng vấn,App,9,16,19,24,40,47,7,General English,Viết,Writing: Email Format; Speaking: Daily Routine; Reading: Short Stories
B1,34,IELTS 6.5,Ví dụ,2,71,55,51,69,49,63,Conversation intensive,Ngữ pháp,Vocabulary: Travel; Listening: Map Labelling; Writing: Email Format
A1,18,IELTS 6.5,App,3,26,24,16,18,25,47,General English,Đọc,Vocabulary: Travel; Speaking: Daily Routine; Grammar: Past Simple
A1,35,Phỏng vấn,Ví dụ,12,39,44,48,28,24,21,IELTS prep,Đọc,Writing: Paragraph Structure; Vocabulary: Work; Vocabulary: Travel
A2,26,IELTS 6.5,Đọc,9,50,56,55,40,50,35,General English,Nói,Vocabulary: Work; Writing: Paragraph Structure; Listening: Conversations
A1,15,Giao tiếp,Nghe,15,17,14,37,28,37,37,Conversation intensive,Đọc,Speaking: Introductions; Speaking: Daily Routine; Grammar: Past Simple
A2,34,IELTS 6.5,Nghe,3,43,44,45,53,58,61,Conversation intensive,Nói,Vocabulary: Work; Writing: Email Format; Grammar: Past Simple
C1,31,Phỏng vấn,Nghe,6,89,81,100,97,100,84,General English,Viết,Vocabulary: Travel; Reading: News Articles; Writing: Email Format
A1,16,Giao tiếp,Ví dụ,14,48,32,29,43,58,35,Conversation intensive,Ngữ pháp,Reading: News Articles; Grammar: Present Perfect; Vocabulary: Travel
A1,23,Phỏng vấn,Nghe,1,15,17,29,35,37,45,General English,Nói,Writing: Paragraph Structure; Reading: Short Stories; Speaking: Introductions
A2,29,Phỏng vấn,App,6,32,36,50,40,40,50,General English,Ngữ pháp,Speaking: Introductions; Listening: Map Labelling; Vocabulary: Work
C1,25,Giao tiếp,App,12,98,84,84,73,90,92,Conversation intensive,Từ vựng,Speaking: Daily Routine; Speaking: Introductions; Grammar: Past Simple
C1,15,IELTS 6.5,Đọc,9,85,95,79,97,98,88,IELTS prep,Viết,Writing: Email Format; Vocabulary: Travel; Speaking: Introductions
B1,33,IELTS 6.5,Ví dụ,13,64,69,62,63,67,59,Beginner path,Từ vựng,Vocabulary: Travel; Grammar: Past Simple; Vocabulary: Work
C1,17,Phỏng vấn,Đọc,15,92,100,78,92,75,91,General English,Nghe,Speaking: Daily Routine; Grammar: Present Perfect; Listening: Conversations
B2,21,Giao tiếp,Đọc,9,72,75,77,86,73,76,IELTS prep,Nghe,Listening: Conversations; Writing: Email Format; Vocabulary: Travel
A1,28,Phỏng vấn,Ví dụ,10,13,26,29,33,39,37,Beginner path,Đọc,Writing: Email Format; Grammar: Present Perfect; Grammar: Past Simple
B2,33,IELTS 6.5,Nghe,4,76,52,85,74,67,84,Beginner path,Nghe,Grammar: Past Simple; Listening: Conversations; Reading: Short Stories
A2,18,IELTS 6.5,Đọc,10,50,60,32,57,45,51,IELTS prep,Đọc,Vocabulary: Travel; Grammar: Past Simple; Listening: Map Labelling
A2,35,IELTS 6.5,Nghe,14,33,62,65,39,59,39,General English,Viết,Reading: News Articles; Writing: Email Format; Vocabulary: Travel
A2,30,Phỏng vấn,Ví dụ,9,36,49,41,39,53,48,Conversation intensive,Nói,Reading: Short Stories; Speaking: Introductions; Listening: Conversations
B2,35,Phỏng vấn,Đọc,7,79,69,68,64,65,73,Conversation intensive,Nghe,Speaking: Daily Routine; Reading: Short Stories; Listening: Map Labelling
B1,27,Phỏng vấn,Nghe,12,65,66,70,41,63,59,Beginner path,Ngữ pháp,Grammar: Past Simple; Listening: Conversations; Grammar: Present Perfect
B1,19,IELTS 6.5,App,6,51,73,41,74,49,46,Conversation intensive,Ngữ pháp,Grammar: Present Perfect; Writing: Email Format; Reading: News Articles
A1,20,Giao tiếp,Đọc,10,13,24,26,41,20,25,IELTS prep,Từ vựng,Speaking: Introductions; Listening: Conversations; Vocabulary: Work
A2,20,IELTS 6.5,App,13,56,33,51,50,45,58,Beginner path,Nói,Vocabulary: Travel; Reading: Short Stories; Listening: Map Labelling
B1,29,Phỏng vấn,App,12,68,53,58,44,54,72,General English,Đọc,Reading: Short Stories; Listening: Conversations; Writing: Paragraph Structure
C1,35,IELTS 6.5,Ví dụ,6,100,93,89,82,81,96,General English,Đọc,Speaking: Introductions; Listening: Conversations; Grammar: Present Perfect
B2,22,IELTS 6.5,Đọc,12,63,80,94,70,63,89,Conversation intensive,Từ vựng,Listening: Conversations; Reading: Short Stories; Grammar: Present Perfect
A1,32,IELTS 6.5,App,4,8,42,49,47,53,21,General English,Từ vựng,Reading: Short Stories; Grammar: Present Perfect; Listening: Conversations
A1,32,IELTS 6.5,App,15,29,17,36,48,25,49,Beginner path,Viết,Speaking: Introductions; Listening: Map Labelling; Speaking: Daily Routine
A2,32,Giao tiếp,Ví dụ,6,47,40,38,25,27,46,Beginner path,Nghe,Grammar: Present Perfect; Listening: Map Labelling; Reading: Short Stories
B1,28,Phỏng vấn,Nghe,2,52,46,47,58,50,67,General English,Từ vựng,Writing: Email Format; Vocabulary: Travel; Listening: Map Labelling
A2,21,Phỏng vấn,Đọc,3,19,39,47,39,44,43,General English,Viết,Listening: Conversations; Vocabulary: Travel; Reading: Short Stories
C1,22,Giao tiếp,Ví dụ,9,77,90,100,83,84,89,IELTS prep,Ngữ pháp,Writing: Paragraph Structure; Vocabulary: Travel; Reading: Short Stories
A2,24,Giao tiếp,Ví dụ,1,48,66,48,48,50,54,General English,Ngữ pháp,Grammar: Present Perfect; Speaking: Introductions; Speaking: Daily Routine
C1,15,IELTS 6.5,Đọc,11,95,96,91,89,96,99,Conversation intensive,Ngữ pháp,Listening: Map Labelling; Reading: Short Stories; Vocabulary: Work
A2,19,Phỏng vấn,App,13,45,35,30,46,50,48,Conversation intensive,Nghe,Writing: Paragraph Structure; Vocabulary: Work; Listening: Map Labelling
A2,18,Giao tiếp,Đọc,13,29,16,48,45,52,37,IELTS prep,Ngữ pháp,Reading: News Articles; Speaking: Daily Routine; Speaking: Introductions
B1,25,Giao tiếp,App,5,46,81,42,51,57,60,IELTS prep,Từ vựng,Reading: News Articles; Writing: Email Format; Speaking: Introductions
C1,26,IELTS 6.5,App,14,90,93,97,86,78,83,IELTS prep,Nói,Vocabulary: Work; Listening: Map Labelling; Listening: Conversations
A2,35,IELTS 6.5,Nghe,2,51,51,33,54,46,35,IELTS prep,Đọc,Reading: News Articles; Vocabulary: Work; Reading: Short Stories
A1,33,Phỏng vấn,Ví dụ,4,35,27,41,33,18,11,Beginner path,Nghe,Grammar: Present Perfect; Reading: Short Stories; Writing: Paragraph Structure
B1,23,IELTS 6.5,Ví dụ,6,56,41,53,60,35,60,General English,Viết,Writing: Paragraph Structure; Grammar: Past Simple; Writing: Email Format
C1,31,IELTS 6.5,Đọc,6,82,75,87,100,84,94,General English,Nghe,Listening: Map Labelling; Writing: Paragraph Structure; Grammar: Past Simple
C1,29,Giao tiếp,App,3,100,84,89,57,82,91,Conversation intensive,Ngữ pháp,Writing: Paragraph Structure; Listening: Conversations; Speaking: Introductions
B1,18,Giao tiếp,Nghe,14,73,59,69,73,62,70,Beginner path,Đọc,Grammar: Past Simple; Grammar: Present Perfect; Listening: Map Labelling
A2,25,Giao tiếp,App,3,25,42,32,36,47,38,Conversation intensive,Viết,Writing: Paragraph Structure; Listening: Conversations; Reading: News Articles
A1,15,Giao tiếp,Đọc,7,25,16,23,30,38,26,Conversation intensive,Từ vựng,Reading: Short Stories; Writing: Email Format; Vocabulary: Work
A2,19,IELTS 6.5,Nghe,1,57,51,42,46,35,39,IELTS prep,Viết,Listening: Map Labelling; Grammar: Past Simple; Speaking: Introductions
B1,24,IELTS 6.5,Đọc,7,68,50,83,62,66,45,IELTS prep,Ngữ pháp,Speaking: Introductions; Vocabulary: Work; Grammar: Past Simple
A2,16,Phỏng vấn,App,5,44,48,47,51,36,32,IELTS prep,Nói,Listening: Conversations; Speaking: Daily Routine; Grammar: Past Simple
B2,31,Phỏng vấn,Ví dụ,4,77,82,77,68,61,77,Beginner path,Nghe,Listening: Conversations; Listening: Map Labelling; Speaking: Introductions
A2,19,Phỏng vấn,App,10,35,42,40,49,50,48,Conversation intensive,Đọc,Vocabulary: Work; Writing: Paragraph Structure; Writing: Email Format
C1,16,IELTS 6.5,Ví dụ,7,89,95,100,83,100,96,General English,Nghe,Writing: Email Format; Vocabulary: Work; Reading: Short Stories
B1,30,Phỏng vấn,Nghe,1,54,55,58,56,52,64,Conversation intensive,Ngữ pháp,Vocabulary: Work; Reading: Short Stories; Speaking: Introductions
A2,20,IELTS 6.5,Đọc,13,56,39,43,49,57,39,General English,Từ vựng,Grammar: Past Simple; Listening: Conversations; Speaking: Introductions
C1,29,Phỏng vấn,Đọc,4,54,93,94,100,100,100,General English,Đọc,Grammar: Present Perfect; Writing: Email Format; Writing: Paragraph Structure
B2,27,Phỏng vấn,Đọc,6,71,73,69,67,82,72,General English,Ngữ pháp,Speaking: Daily Routine; Vocabulary: Work; Reading: Short Stories
B2,22,IELTS 6.5,Đọc,9,79,61,57,66,75,77,General English,Nói,Listening: Map Labelling; Speaking: Daily Routine; Vocabulary: Travel
A1,27,Giao tiếp,Nghe,2,38,25,29,15,14,45,IELTS prep,Đọc,Reading: Short Stories; Speaking: Introductions; Reading: News Articles
B1,25,IELTS 6.5,Ví dụ,10,54,61,48,43,64,65,Beginner path,Từ vựng,Speaking: Daily Routine; Vocabulary: Travel; Reading: Short Stories
A2,27,IELTS 6.5,Nghe,7,57,36,59,36,61,35,IELTS prep,Ngữ pháp,Writing: Paragraph Structure; Reading: Short Stories; Listening: Map Labelling
A2,31,IELTS 6.5,Ví dụ,1,47,57,20,41,40,48,Conversation intensive,Ngữ pháp,Speaking: Introductions; Vocabulary: Work; Vocabulary: Travel
